location,package,name,nvloc,cloc,cd
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\entity\NodeEntity.java,org.jfree.chart.entity,NodeEntity,91,40,0.43956043956043955
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\entity\package-info.java,org.jfree.chart.entity,package-info,4,3,0.75
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\entity\PieSectionEntity.java,org.jfree.chart.entity,PieSectionEntity,211,39,0.1848341232227488
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\entity\PlotEntity.java,org.jfree.chart.entity,PlotEntity,190,38,0.2
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\entity\StandardEntityCollection.java,org.jfree.chart.entity,StandardEntityCollection,190,38,0.2
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\entity\TickLabelEntity.java,org.jfree.chart.entity,TickLabelEntity,57,38,0.6666666666666666
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\entity\TitleEntity.java,org.jfree.chart.entity,TitleEntity,190,38,0.2
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\entity\XYAnnotationEntity.java,org.jfree.chart.entity,XYAnnotationEntity,101,39,0.38613861386138615
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\entity\XYItemEntity.java,org.jfree.chart.entity,XYItemEntity,153,40,0.26143790849673204
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\event\AnnotationChangeEvent.java,org.jfree.chart.event,AnnotationChangeEvent,66,39,0.5909090909090909
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\event\AnnotationChangeListener.java,org.jfree.chart.event,AnnotationChangeListener,50,39,0.78
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\event\AxisChangeEvent.java,org.jfree.chart.event,AxisChangeEvent,62,38,0.6129032258064516
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\event\AxisChangeListener.java,org.jfree.chart.event,AxisChangeListener,55,45,0.8181818181818182
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\event\ChartChangeEvent.java,org.jfree.chart.event,ChartChangeEvent,115,38,0.33043478260869563
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\event\ChartChangeEventType.java,org.jfree.chart.event,ChartChangeEventType,47,38,0.8085106382978723
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\event\ChartChangeListener.java,org.jfree.chart.event,ChartChangeListener,52,42,0.8076923076923077
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\event\ChartProgressEvent.java,org.jfree.chart.event,ChartProgressEvent,115,38,0.33043478260869563
